Date,ABB.ST,ASSA-B.ST,ATCO-A.ST,ERIC-B.ST,HEXA-B.ST,INVE-B.ST,SAND.ST,SEB-A.ST,SHB-A.ST,VOLV-B.ST
2020-07-06,212.37921142578125,178.97805786132812,92.94841003417969,75.20947265625,79.65613555908203,115.70086669921875,149.9676055908203,57.762123107910156,50.92700958251953,100.19300079345703
2020-07-07,212.28453063964844,178.25180053710938,92.35393524169922,72.4754867553711,78.94619750976562,115.1557388305664,149.84275817871094,57.29032516479492,50.29786682128906,101.40171813964844
2020-07-08,213.23138427734375,177.57095336914062,91.62223815917969,71.7060317993164,78.46341705322266,114.97402954101562,149.01028442382812,57.77560806274414,49.977779388427734,100.16033172607422
2020-07-09,211.8111114501953,177.57095336914062,91.80516052246094,69.9706802368164,78.69060516357422,114.11093139648438,147.7615966796875,56.80503845214844,49.07270812988281,99.3436279296875
2020-07-10,212.28453063964844,178.3425750732422,93.24567413330078,70.77288055419922,78.15105438232422,114.97402954101562,149.26002502441406,57.99129104614258,49.75703430175781,100.16033172607422
2020-07-13,211.05360412597656,181.42919921875,94.36610412597656,71.8697509765625,79.42893981933594,117.06365203857422,151.59092712402344,59.676307678222656,51.103614807128906,103.23111724853516
2020-07-14,211.71641540527344,181.11148071289062,94.18318939208984,71.5586929321289,82.18355560302734,116.01883697509766,149.42649841308594,60.88950729370117,51.269168853759766,102.87178039550781
2020-07-15,211.90577697753906,186.10450744628906,97.86450958251953,72.3281478881836,82.80830383300781,118.0176010131836,153.8385467529297,59.89198303222656,49.95570755004883,105.45254516601562
2020-07-16,212.0951385498047,188.28330993652344,96.01240539550781,71.73877716064453,82.66631317138672,117.06365203857422,144.72311401367188,61.77920150756836,50.93804168701172,103.72114562988281
2020-07-17,211.2429962158203,183.4718017578125,93.63440704345703,79.9407730102539,81.70079040527344,117.83588409423828,147.0540008544922,61.72527313232422,49.91156005859375,104.60319519042969
2020-07-20,211.05360412597656,193.73025512695312,93.88591003417969,84.06632232666016,83.68862915039062,119.28953552246094,143.84902954101562,60.835594177246094,48.730552673339844,104.24384307861328
2020-07-21,209.8227081298828,191.73301696777344,92.85697174072266,85.25325012207031,83.48986053466797,119.3349609375,140.85218811035156,60.59294891357422,48.80780792236328,102.83910369873047
2020-07-22,216.45066833496094,189.46348571777344,94.38896179199219,84.80303955078125,83.06388854980469,120.60690307617188,141.7262420654297,60.41770553588867,48.78573989868164,104.60319519042969
2020-07-23,218.72315979003906,189.64501953125,94.06885528564453,85.45787811279297,82.75150299072266,121.0157470703125,143.47442626953125,60.36378479003906,48.11244583129883,104.21117401123047
2020-07-24,216.16664123535156,184.01651000976562,91.50790405273438,82.38826751708984,81.27482604980469,118.7444076538086,139.8532257080078,59.487579345703125,47.5053825378418,103.00244903564453
2020-07-27,215.21975708007812,183.10867309570312,92.99415588378906,83.41149139404297,83.51824951171875,119.3349609375,142.1841278076172,58.96186065673828,47.361900329589844,103.88450622558594
